CustomerID,ChurnStatus,ChurnReason
C1256,Active,Competitor
C1257,Active,Service Quality
C1258,Active,Pricing
C1259,Active,Pricing
C1260,Active,Service Quality
C1261,Active,Competitor
C1262,Active,Pricing
C1263,Churned,Other
C1264,Active,Other
C1265,Active,Other
C1266,Active,Competitor
C1267,Active,Pricing
C1268,Active,Competitor
C1269,Active,Competitor
C1270,Active,Other
C1271,Active,Competitor
C1272,Active,Other
C1273,Active,Other
C1274,Active,Competitor
C1275,Churned,Service Quality
C1276,Active,Service Quality
C1277,Active,Competitor
C1278,Active,Competitor
C1279,Active,Competitor
C1280,Active,Other
C1281,Active,Pricing
C1282,Churned,Service Quality
C1283,Active,Competitor
C1284,Active,Other
C1285,Active,Pricing
C1286,Churned,Competitor
C1287,Churned,Pricing
C1288,Active,Service Quality
C1289,Churned,Service Quality
C1290,Churned,Service Quality
C1291,Churned,Competitor
C1292,Churned,Other
C1293,Active,Other
C1294,Active,Competitor
C1295,Active,Other
C1296,Active,Competitor
C1297,Active,Competitor
C1298,Active,Pricing
C1299,Active,Service Quality
C1300,Churned,Competitor
C1301,Churned,Service Quality
C1302,Active,Other
C1303,Churned,Pricing
C1304,Active,Pricing
C1305,Active,Service Quality
C1306,Active,Service Quality
C1307,Active,Service Quality
C1308,Active,Service Quality
C1309,Churned,Competitor
C1310,Active,Competitor
C1311,Churned,Service Quality
C1312,Active,Other
C1313,Active,Competitor
C1314,Churned,Competitor
C1315,Active,Pricing
C1316,Active,Pricing
C1317,Active,Pricing
C1318,Active,Other
C1319,Active,Other
C1320,Active,Service Quality
C1321,Churned,Pricing
C1322,Active,Service Quality
C1323,Active,Pricing
C1324,Active,Service Quality
C1325,Churned,Service Quality
C1326,Churned,Other
C1327,Active,Pricing
C1328,Active,Pricing
C1329,Active,Service Quality
C1330,Active,Other
C1331,Churned,Competitor
C1332,Churned,Service Quality
C1333,Churned,Service Quality
C1334,Churned,Pricing
C1335,Active,Other
C1336,Active,Other
C1337,Active,Competitor
C1338,Active,Other
C1339,Churned,Competitor
C1340,Active,Other
C1341,Active,Pricing
C1342,Active,Other
C1343,Active,Pricing
C1344,Active,Other
C1345,Active,Other
C1346,Active,Service Quality
C1347,Churned,Competitor
C1348,Active,Competitor
C1349,Active,Competitor
C1350,Churned,Other
C1351,Active,Competitor
C1352,Active,Competitor
C1353,Active,Pricing
C1354,Active,Other
C1355,Active,Pricing
C1356,Active,Service Quality
C1357,Active,Other
C1358,Churned,Pricing
C1359,Active,Competitor
C1360,Active,Service Quality
C1361,Active,Service Quality
C1362,Churned,Service Quality
C1363,Active,Pricing
C1364,Active,Other
C1365,Active,Other
C1366,Active,Other
C1367,Active,Competitor
C1368,Active,Competitor
C1369,Active,Competitor
C1370,Churned,Competitor
C1371,Active,Other
C1372,Active,Competitor
C1373,Active,Pricing
C1374,Active,Other
C1375,Active,Competitor
C1376,Active,Competitor
C1377,Churned,Service Quality
C1378,Active,Competitor
C1379,Active,Competitor
C1380,Active,Service Quality
C1381,Active,Service Quality
C1382,Active,Service Quality
C1383,Active,Competitor
C1384,Active,Service Quality
C1385,Active,Competitor
C1386,Active,Pricing
C1387,Churned,Service Quality
C1388,Active,Competitor
C1389,Churned,Pricing
C1390,Active,Other
C1391,Churned,Other
C1392,Churned,Other
C1393,Churned,Competitor
C1394,Churned,Other
C1395,Churned,Service Quality
C1396,Active,Other
C1397,Active,Pricing
C1398,Churned,Competitor
C1399,Active,Competitor
C1400,Active,Pricing
C1401,Active,Other
C1402,Active,Service Quality
C1403,Active,Service Quality
C1404,Churned,Competitor
C1405,Active,Competitor
C1406,Churned,Other
C1407,Active,Other
C1408,Active,Competitor
C1409,Active,Service Quality
C1410,Churned,Competitor
C1411,Active,Competitor
C1412,Active,Other
C1413,Churned,Service Quality
C1414,Active,Pricing
C1415,Churned,Service Quality
C1416,Active,Other
C1417,Active,Other
C1418,Active,Pricing
C1419,Active,Service Quality
C1420,Active,Service Quality
C1421,Active,Service Quality
C1422,Churned,Other
C1423,Active,Other
C1424,Active,Other
C1425,Active,Competitor
C1426,Churned,Other
C1427,Active,Competitor
C1428,Active,Pricing
C1429,Churned,Other
C1430,Active,Pricing
C1431,Active,Competitor
C1432,Active,Pricing
C1433,Active,Service Quality
C1434,Churned,Other
C1435,Active,Pricing
C1436,Churned,Competitor
C1437,Active,Pricing
C1438,Active,Pricing
C1439,Active,Other
C1440,Churned,Pricing
C1441,Churned,Competitor
C1442,Active,Competitor
C1443,Churned,Pricing
C1444,Active,Competitor
C1445,Active,Other
C1446,Active,Other
C1447,Active,Pricing
C1448,Active,Other
C1449,Churned,Service Quality
C1450,Active,Service Quality
C1451,Active,Service Quality
C1452,Active,Other
C1453,Active,Competitor
C1454,Churned,Service Quality
C1455,Active,Service Quality
C1456,Active,Other
C1457,Active,Service Quality
C1458,Active,Competitor
C1459,Churned,Pricing
C1460,Active,Other
C1461,Active,Service Quality
C1462,Active,Competitor
C1463,Active,Service Quality
C1464,Active,Pricing
C1465,Active,Competitor
C1466,Active,Pricing
C1467,Active,Service Quality
C1468,Active,Pricing
C1469,Active,Other
C1470,Active,Pricing
C1471,Active,Pricing
C1472,Active,Competitor
C1473,Active,Service Quality
C1474,Active,Competitor
C1475,Churned,Other
C1476,Active,Pricing
C1477,Active,Pricing
C1478,Active,Other
C1479,Active,Competitor
C1480,Churned,Other
C1481,Active,Pricing
C1482,Active,Other
C1483,Active,Service Quality
C1484,Churned,Pricing
C1485,Churned,Pricing
C1486,Active,Service Quality
C1487,Active,Other
C1488,Active,Other
C1489,Active,Competitor
C1490,Active,Service Quality
C1491,Active,Other
C1492,Active,Other
C1493,Active,Service Quality
C1494,Active,Service Quality
C1495,Churned,Competitor
C1496,Active,Competitor
C1497,Churned,Other
C1498,Active,Other
C1499,Churned,Other
C1500,Active,Pricing
C1501,Active,Competitor
C1502,Active,Other
C1503,Active,Service Quality
C1504,Active,Other
C1505,Active,Pricing
C1506,Active,Other
C1507,Active,Competitor
C1508,Active,Service Quality
C1509,Active,Competitor
C1510,Active,Competitor
C1511,Active,Pricing
C1512,Active,Pricing
C1513,Active,Other
C1514,Active,Other
C1515,Active,Pricing
C1516,Active,Service Quality
C1517,Churned,Other
C1518,Active,Competitor
C1519,Active,Other
C1520,Active,Competitor
C1521,Active,Service Quality
C1522,Active,Other
C1523,Churned,Competitor
C1524,Active,Pricing
C1525,Churned,Competitor
C1526,Active,Service Quality
C1527,Active,Pricing
C1528,Active,Competitor
C1529,Active,Competitor
C1530,Active,Pricing
C1531,Active,Service Quality
C1532,Active,Pricing
C1533,Active,Other
C1534,Active,Pricing
C1535,Active,Pricing
C1536,Active,Other
C1537,Active,Service Quality
C1538,Churned,Other
C1539,Active,Pricing
C1540,Active,Pricing
C1541,Churned,Service Quality
C1542,Active,Service Quality
C1543,Active,Pricing
C1544,Active,Competitor
C1545,Churned,Competitor
C1546,Active,Service Quality
C1547,Active,Pricing
C1548,Churned,Other
C1549,Active,Service Quality
C1550,Churned,Service Quality
C1551,Active,Other
C1552,Active,Service Quality
C1553,Active,Competitor
C1554,Active,Competitor
C1555,Active,Competitor
C1556,Active,Service Quality
C1557,Active,Competitor
C1558,Active,Competitor
C1559,Active,Competitor
C1560,Churned,Other
C1561,Active,Pricing
C1562,Active,Competitor
C1563,Churned,Competitor
C1564,Active,Competitor
C1565,Active,Pricing
C1566,Active,Competitor
C1567,Active,Other
C1568,Churned,Competitor
C1569,Churned,Other
C1570,Active,Competitor
C1571,Active,Pricing
C1572,Active,Pricing
C1573,Active,Service Quality
C1574,Active,Other
C1575,Active,Competitor
C1576,Active,Competitor
C1577,Active,Other
C1578,Churned,Service Quality
C1579,Active,Service Quality
C1580,Active,Other
C1581,Active,Service Quality
C1582,Active,Competitor
C1583,Active,Service Quality
C1584,Churned,Pricing
C1585,Churned,Pricing
C1586,Active,Competitor
C1587,Churned,Competitor
C1588,Churned,Competitor
C1589,Active,Pricing
C1590,Active,Other
C1591,Churned,Pricing
C1592,Churned,Service Quality
C1593,Active,Other
C1594,Churned,Other
C1595,Churned,Competitor
C1596,Churned,Competitor
C1597,Active,Other
C1598,Active,Pricing
C1599,Active,Other
C1600,Active,Service Quality
C1601,Active,Competitor
C1602,Churned,Other
C1603,Active,Service Quality
C1604,Active,Other
C1605,Active,Competitor
C1606,Active,Other
C1607,Active,Pricing
C1608,Active,Competitor
C1609,Active,Competitor
C1610,Active,Other
C1611,Active,Pricing
C1612,Active,Pricing
C1613,Active,Pricing
C1614,Churned,Pricing
C1615,Active,Competitor
C1616,Active,Other
C1617,Churned,Other
C1618,Active,Competitor
C1619,Churned,Pricing
C1620,Churned,Pricing
C1621,Active,Pricing
C1622,Active,Service Quality
C1623,Active,Other
C1624,Churned,Competitor
C1625,Active,Other
C1626,Active,Other
C1627,Active,Pricing
C1628,Active,Other
C1629,Active,Service Quality
C1630,Churned,Pricing
C1631,Churned,Competitor
C1632,Active,Pricing
C1633,Churned,Competitor
C1634,Active,Other
C1635,Churned,Competitor
C1636,Active,Service Quality
C1637,Churned,Other
C1638,Active,Service Quality
C1639,Active,Other
C1640,Active,Other
C1641,Active,Service Quality
C1642,Churned,Service Quality
C1643,Churned,Other
C1644,Active,Pricing
C1645,Active,Pricing
C1646,Active,Competitor
C1647,Active,Pricing
C1648,Active,Pricing
C1649,Active,Pricing
C1650,Active,Pricing
C1651,Active,Competitor
C1652,Active,Other
C1653,Active,Competitor
C1654,Active,Other
C1655,Active,Pricing
C1656,Active,Pricing
C1657,Active,Other
C1658,Churned,Pricing
C1659,Active,Competitor
C1660,Churned,Other
C1661,Churned,Pricing
C1662,Active,Service Quality
C1663,Active,Competitor
C1664,Active,Pricing
C1665,Active,Other
C1666,Active,Pricing
C1667,Active,Pricing
C1668,Active,Service Quality
C1669,Churned,Service Quality
C1670,Active,Other
C1671,Active,Pricing
C1672,Active,Service Quality
C1673,Churned,Service Quality
C1674,Active,Service Quality
C1675,Active,Competitor
C1676,Active,Pricing
C1677,Active,Competitor
C1678,Active,Competitor
C1679,Active,Other
C1680,Active,Competitor
C1681,Active,Competitor
C1682,Active,Other
C1683,Active,Competitor
C1684,Active,Other
C1685,Active,Pricing
C1686,Churned,Pricing
C1687,Active,Other
C1688,Active,Pricing
C1689,Active,Pricing
C1690,Churned,Pricing
C1691,Active,Service Quality
C1692,Active,Other
C1693,Active,Pricing
C1694,Active,Competitor
C1695,Churned,Competitor
C1696,Active,Pricing
C1697,Active,Other
C1698,Active,Other
C1699,Active,Competitor
C1700,Churned,Service Quality
C1701,Active,Other
C1702,Active,Pricing
C1703,Active,Pricing
C1704,Active,Service Quality
C1705,Churned,Other
C1706,Active,Service Quality
C1707,Active,Other
C1708,Churned,Pricing
C1709,Active,Other
C1710,Active,Other
C1711,Churned,Pricing
C1712,Churned,Other
C1713,Active,Other
C1714,Active,Pricing
C1715,Active,Service Quality
C1716,Active,Pricing
C1717,Active,Pricing
C1718,Churned,Service Quality
C1719,Active,Service Quality
C1720,Active,Other
C1721,Churned,Service Quality
C1722,Active,Competitor
C1723,Active,Competitor
C1724,Active,Competitor
C1725,Active,Pricing
C1726,Active,Pricing
C1727,Active,Pricing
C1728,Active,Other
C1729,Churned,Service Quality
C1730,Active,Competitor
C1731,Active,Service Quality
C1732,Active,Competitor
C1733,Active,Service Quality
C1734,Active,Competitor
C1735,Active,Service Quality
C1736,Active,Pricing
C1737,Active,Pricing
C1738,Churned,Pricing
C1739,Active,Competitor
C1740,Active,Competitor
C1741,Active,Competitor
C1742,Churned,Other
C1743,Active,Competitor
C1744,Active,Other
C1745,Churned,Service Quality
C1746,Active,Competitor
C1747,Active,Competitor
C1748,Active,Competitor
C1749,Churned,Service Quality
C1750,Active,Pricing
C1751,Churned,Competitor
C1752,Active,Other
C1753,Active,Competitor
C1754,Active,Other
C1755,Active,Service Quality
C1756,Active,Competitor
C1757,Churned,Service Quality
C1758,Active,Pricing
C1759,Active,Service Quality
C1760,Active,Other
C1761,Churned,Competitor
C1762,Active,Pricing
C1763,Churned,Service Quality
C1764,Active,Service Quality
C1765,Churned,Service Quality
C1766,Active,Service Quality
C1767,Active,Service Quality
C1768,Active,Pricing
C1769,Active,Competitor
C1770,Active,Other
C1771,Active,Competitor
C1772,Churned,Service Quality
C1773,Active,Competitor
C1774,Active,Competitor
C1775,Active,Service Quality
C1776,Active,Competitor
C1777,Active,Other
C1778,Churned,Service Quality
C1779,Active,Service Quality
C1780,Active,Pricing
C1781,Churned,Service Quality
C1782,Active,Service Quality
C1783,Active,Competitor
C1784,Active,Service Quality
C1785,Active,Service Quality
C1786,Churned,Pricing
C1787,Active,Pricing
C1788,Active,Other
C1789,Active,Other
C1790,Active,Service Quality
C1791,Active,Pricing
C1792,Active,Other
C1793,Churned,Competitor
C1794,Churned,Service Quality
C1795,Active,Pricing
C1796,Active,Other
C1797,Churned,Pricing
C1798,Active,Pricing
C1799,Active,Service Quality
C1800,Active,Pricing
C1801,Active,Other
C1802,Active,Pricing
C1803,Active,Competitor
C1804,Churned,Other
C1805,Active,Competitor
C1806,Active,Other
C1807,Active,Other
C1808,Churned,Other
C1809,Active,Service Quality
C1810,Active,Service Quality
C1811,Active,Pricing
C1812,Active,Service Quality
C1813,Active,Other
C1814,Active,Service Quality
C1815,Active,Pricing
C1816,Active,Competitor
C1817,Active,Pricing
C1818,Active,Pricing
C1819,Active,Service Quality
C1820,Churned,Service Quality
C1821,Churned,Service Quality
C1822,Active,Service Quality
C1823,Active,Other
C1824,Active,Service Quality
C1825,Churned,Pricing
C1826,Active,Competitor
C1827,Active,Pricing
C1828,Active,Other
C1829,Active,Competitor
C1830,Active,Competitor
C1831,Active,Other
C1832,Churned,Service Quality
C1833,Churned,Service Quality
C1834,Active,Pricing
C1835,Active,Competitor
C1836,Churned,Service Quality
C1837,Active,Pricing
C1838,Churned,Pricing
C1839,Active,Competitor
C1840,Churned,Competitor
C1841,Active,Pricing
C1842,Active,Competitor
C1843,Active,Service Quality
C1844,Active,Pricing
C1845,Active,Other
C1846,Active,Service Quality
C1847,Churned,Competitor
C1848,Churned,Other
C1849,Active,Other
C1850,Active,Other
C1851,Active,Pricing
C1852,Active,Other
C1853,Active,Pricing
C1854,Active,Competitor
C1855,Active,Competitor
C1856,Active,Pricing
C1857,Active,Other
C1858,Active,Competitor
C1859,Active,Pricing
C1860,Active,Other
C1861,Churned,Pricing
C1862,Active,Service Quality
C1863,Active,Other
C1864,Active,Pricing
C1865,Active,Pricing
C1866,Active,Service Quality
C1867,Active,Pricing
C1868,Churned,Other
C1869,Active,Other
C1870,Churned,Competitor
C1871,Active,Service Quality
C1872,Active,Service Quality
C1873,Active,Competitor
C1874,Active,Service Quality
C1875,Active,Pricing
C1876,Active,Pricing
C1877,Active,Service Quality
C1878,Active,Service Quality
C1879,Active,Other
C1880,Active,Other
C1881,Active,Other
C1882,Active,Service Quality
C1883,Active,Pricing
C1884,Active,Pricing
C1885,Active,Pricing
C1886,Active,Other
C1887,Churned,Competitor
C1888,Churned,Pricing
C1889,Active,Competitor
C1890,Active,Competitor
C1891,Churned,Competitor
C1892,Active,Service Quality
C1893,Active,Service Quality
C1894,Active,Service Quality
C1895,Churned,Pricing
C1896,Active,Competitor
C1897,Active,Service Quality
C1898,Active,Other
C1899,Churned,Other
C1900,Active,Competitor
C1901,Active,Pricing
C1902,Active,Other
C1903,Active,Competitor
C1904,Active,Other
C1905,Active,Other
C1906,Active,Competitor
C1907,Active,Other
C1908,Active,Service Quality
C1909,Active,Competitor
C1910,Active,Pricing
C1911,Active,Competitor
C1912,Active,Pricing
C1913,Churned,Service Quality
C1914,Active,Service Quality
C1915,Churned,Service Quality
C1916,Active,Competitor
C1917,Churned,Competitor
C1918,Active,Competitor
C1919,Active,Pricing
C1920,Active,Competitor
C1921,Active,Pricing
C1922,Churned,Service Quality
C1923,Active,Service Quality
C1924,Active,Competitor
C1925,Active,Pricing
C1926,Active,Other
C1927,Active,Service Quality
C1928,Churned,Competitor
C1929,Active,Service Quality
C1930,Churned,Competitor
C1931,Active,Pricing
C1932,Churned,Other
C1933,Active,Pricing
C1934,Churned,Service Quality
C1935,Active,Competitor
C1936,Active,Other
C1937,Active,Service Quality
C1938,Churned,Competitor
C1939,Active,Service Quality
C1940,Churned,Competitor
C1941,Active,Pricing
C1942,Active,Service Quality
C1943,Churned,Other
C1944,Churned,Pricing
C1945,Active,Other
C1946,Active,Other
C1947,Active,Pricing
C1948,Active,Pricing
C1949,Active,Other
C1950,Active,Other
C1951,Active,Competitor
C1952,Active,Competitor
C1953,Active,Other
C1954,Active,Competitor
C1955,Active,Other
C1956,Active,Other
C1957,Churned,Service Quality
C1958,Active,Competitor
C1959,Active,Competitor
C1960,Active,Competitor
C1961,Active,Competitor
C1962,Active,Pricing
C1963,Active,Pricing
C1964,Active,Competitor
C1965,Active,Service Quality
C1966,Active,Pricing
C1967,Active,Competitor
C1968,Active,Competitor
C1969,Active,Other
C1970,Active,Service Quality
C1971,Active,Other
C1972,Churned,Competitor
C1973,Active,Competitor
C1974,Churned,Pricing
C1975,Active,Pricing
C1976,Active,Pricing
C1977,Active,Pricing
C1978,Active,Other
C1979,Active,Other
C1980,Active,Service Quality
C1981,Active,Competitor
C1982,Active,Competitor
C1983,Active,Competitor
C1984,Active,Competitor
C1985,Active,Competitor
C1986,Churned,Pricing
C1987,Active,Pricing
C1988,Churned,Pricing
C1989,Active,Pricing
C1990,Active,Pricing
C1991,Active,Service Quality
C1992,Active,Competitor
C1993,Active,Service Quality
C1994,Churned,Service Quality
C1995,Active,Other
C1996,Active,Competitor
C1997,Active,Service Quality
C1998,Active,Competitor
C1999,Active,Pricing
C2000,Churned,Other
C2001,Active,Competitor
C2002,Active,Service Quality
C2003,Active,Pricing
C2004,Active,Pricing
C2005,Active,Service Quality
C2006,Active,Other
C2007,Active,Other
C2008,Active,Service Quality
C2009,Churned,Other
C2010,Active,Pricing
C2011,Active,Service Quality
C2012,Churned,Service Quality
C2013,Active,Service Quality
C2014,Churned,Pricing
C2015,Churned,Other
C2016,Active,Competitor
C2017,Active,Service Quality
C2018,Active,Other
C2019,Active,Pricing
C2020,Active,Pricing
C2021,Active,Competitor
C2022,Churned,Service Quality
C2023,Churned,Service Quality
C2024,Active,Service Quality
C2025,Active,Service Quality
C2026,Active,Pricing
C2027,Active,Service Quality
C2028,Active,Pricing
C2029,Churned,Other
C2030,Active,Pricing
C2031,Active,Service Quality
C2032,Active,Pricing
C2033,Active,Pricing
C2034,Active,Pricing
C2035,Active,Pricing
C2036,Active,Other
C2037,Active,Pricing
C2038,Active,Competitor
C2039,Active,Pricing
C2040,Churned,Pricing
C2041,Churned,Other
C2042,Active,Competitor
C2043,Active,Other
C2044,Active,Service Quality
C2045,Churned,Pricing
C2046,Churned,Other
C2047,Active,Competitor
C2048,Churned,Pricing
C2049,Active,Other
C2050,Active,Other
C2051,Active,Other
C2052,Active,Other
C2053,Active,Other
C2054,Active,Other
C2055,Active,Pricing
C2056,Churned,Pricing
C2057,Active,Pricing
C2058,Active,Service Quality
C2059,Active,Pricing
C2060,Active,Pricing
C2061,Active,Competitor
C2062,Active,Competitor
C2063,Active,Pricing
C2064,Active,Pricing
C2065,Active,Pricing
C2066,Active,Pricing
C2067,Active,Service Quality
C2068,Churned,Competitor
C2069,Active,Competitor
C2070,Active,Competitor
C2071,Active,Service Quality
C2072,Active,Service Quality
C2073,Active,Competitor
C2074,Active,Pricing
C2075,Active,Competitor
C2076,Active,Pricing
C2077,Active,Competitor
C2078,Active,Service Quality
C2079,Active,Pricing
C2080,Active,Competitor
C2081,Active,Pricing
C2082,Active,Pricing
C2083,Churned,Competitor
C2084,Active,Other
C2085,Active,Service Quality
C2086,Active,Pricing
C2087,Churned,Pricing
C2088,Active,Service Quality
C2089,Active,Competitor
C2090,Active,Other
C2091,Active,Pricing
C2092,Active,Other
C2093,Active,Competitor
C2094,Active,Pricing
C2095,Active,Competitor
C2096,Active,Other
C2097,Active,Pricing
C2098,Active,Service Quality
C2099,Active,Other
C2100,Active,Pricing
C2101,Active,Pricing
C2102,Churned,Competitor
C2103,Active,Competitor
C2104,Active,Pricing
C2105,Churned,Competitor
C2106,Active,Competitor
C2107,Active,Service Quality
C2108,Churned,Pricing
C2109,Active,Other
C2110,Active,Pricing
C2111,Active,Service Quality
C2112,Active,Service Quality
C2113,Active,Competitor
C2114,Active,Competitor
C2115,Active,Service Quality
C2116,Active,Competitor
C2117,Active,Competitor
C2118,Active,Other
C2119,Active,Competitor
C2120,Active,Other
C2121,Active,Competitor
C2122,Churned,Competitor
C2123,Churned,Pricing
C2124,Active,Other
C2125,Churned,Pricing
C2126,Active,Competitor
C2127,Churned,Service Quality
C2128,Churned,Competitor
C2129,Active,Pricing
C2130,Active,Service Quality
C2131,Active,Pricing
C2132,Active,Other
C2133,Active,Pricing
C2134,Churned,Competitor
C2135,Active,Competitor
C2136,Churned,Other
C2137,Active,Service Quality
C2138,Active,Service Quality
C2139,Churned,Pricing
C2140,Active,Competitor
C2141,Active,Service Quality
C2142,Active,Competitor
C2143,Churned,Service Quality
C2144,Active,Service Quality
C2145,Churned,Competitor
C2146,Churned,Pricing
C2147,Churned,Other
C2148,Churned,Competitor
C2149,Active,Other
C2150,Active,Other
C2151,Active,Pricing
C2152,Active,Pricing
C2153,Active,Pricing
C2154,Active,Competitor
C2155,Churned,Service Quality
C2156,Active,Service Quality
C2157,Active,Service Quality
C2158,Active,Service Quality
C2159,Churned,Pricing
C2160,Churned,Service Quality
C2161,Active,Pricing
C2162,Active,Service Quality
C2163,Active,Other
C2164,Churned,Pricing
C2165,Churned,Competitor
C2166,Active,Pricing
C2167,Churned,Competitor
C2168,Active,Competitor
C2169,Active,Service Quality
C2170,Active,Other
C2171,Active,Other
C2172,Active,Pricing
C2173,Active,Competitor
C2174,Churned,Service Quality
C2175,Active,Service Quality
C2176,Active,Competitor
C2177,Active,Service Quality
C2178,Churned,Competitor
C2179,Active,Other
C2180,Churned,Service Quality
C2181,Active,Pricing
C2182,Churned,Pricing
C2183,Active,Pricing
C2184,Active,Pricing
C2185,Active,Other
C2186,Active,Other
C2187,Churned,Service Quality
C2188,Active,Service Quality
C2189,Active,Service Quality
C2190,Active,Competitor
C2191,Churned,Pricing
C2192,Active,Other
C2193,Active,Competitor
C2194,Active,Competitor
C2195,Churned,Service Quality
C2196,Active,Other
C2197,Active,Other
C2198,Active,Service Quality
C2199,Active,Competitor
C2200,Active,Service Quality
C2201,Churned,Service Quality
C2202,Active,Service Quality
C2203,Active,Other
C2204,Churned,Competitor
C2205,Active,Competitor
C2206,Active,Service Quality
C2207,Active,Competitor
C2208,Active,Service Quality
C2209,Churned,Other
C2210,Churned,Service Quality
C2211,Active,Competitor
C2212,Active,Competitor
C2213,Active,Competitor
C2214,Active,Pricing
C2215,Active,Competitor
C2216,Active,Service Quality
C2217,Active,Service Quality
C2218,Churned,Service Quality
C2219,Churned,Competitor
C2220,Active,Service Quality
C2221,Active,Other
C2222,Active,Pricing
C2223,Active,Pricing
C2224,Active,Other
C2225,Churned,Pricing
C2226,Active,Competitor
C2227,Active,Pricing
C2228,Active,Other
C2229,Active,Service Quality
C2230,Active,Service Quality
C2231,Active,Pricing
C2232,Active,Pricing
C2233,Active,Pricing
C2234,Active,Service Quality
C2235,Active,Pricing
C2236,Active,Other
C2237,Active,Other
C2238,Active,Other
C2239,Active,Pricing
C2240,Active,Competitor
C2241,Active,Service Quality
C2242,Active,Competitor
C2243,Churned,Competitor
C2244,Active,Competitor
C2245,Active,Pricing
C2246,Churned,Service Quality
C2247,Active,Service Quality
C2248,Churned,Other
C2249,Active,Service Quality
C2250,Active,Other
C2251,Active,Competitor
C2252,Active,Other
C2253,Active,Pricing
C2254,Active,Other
C2255,Active,Service Quality
C2256,Active,Competitor
C2257,Active,Other
C2258,Churned,Service Quality
C2259,Active,Competitor
C2260,Active,Competitor
C2261,Churned,Competitor
C2262,Active,Pricing
C2263,Active,Other
C2264,Churned,Competitor
C2265,Active,Service Quality
C2266,Active,Service Quality
C2267,Active,Service Quality
C2268,Churned,Competitor
C2269,Active,Service Quality
C2270,Churned,Competitor
C2271,Active,Other
C2272,Active,Competitor
C2273,Active,Other
C2274,Churned,Other
C2275,Active,Service Quality
C2276,Active,Other
C2277,Active,Service Quality
C2278,Active,Competitor
C2279,Active,Other
C2280,Active,Pricing
C2281,Active,Competitor
C2282,Active,Pricing
C2283,Active,Pricing
C2284,Active,Service Quality
C2285,Active,Service Quality
C2286,Active,Competitor
C2287,Churned,Other
C2288,Active,Other
C2289,Churned,Competitor
C2290,Churned,Competitor
C2291,Churned,Service Quality
C2292,Active,Service Quality
C2293,Churned,Other
C2294,Active,Service Quality
C2295,Active,Competitor
C2296,Active,Other
C2297,Active,Other
C2298,Active,Pricing
C2299,Active,Other
C2300,Active,Service Quality
C2301,Churned,Service Quality
C2302,Active,Pricing
C2303,Active,Pricing
C2304,Churned,Competitor
C2305,Active,Other
C2306,Active,Pricing
C2307,Active,Service Quality
C2308,Churned,Other
C2309,Active,Pricing
C2310,Churned,Service Quality
C2311,Active,Other
C2312,Active,Competitor
C2313,Active,Pricing
C2314,Churned,Service Quality
C2315,Active,Pricing
C2316,Active,Other
C2317,Active,Service Quality
C2318,Active,Other
C2319,Active,Competitor
C2320,Active,Competitor
C2321,Active,Pricing
C2322,Active,Other
C2323,Active,Pricing
C2324,Active,Pricing
C2325,Active,Service Quality
C2326,Churned,Pricing
C2327,Churned,Service Quality
C2328,Active,Service Quality
C2329,Active,Competitor
C2330,Churned,Other
C2331,Active,Service Quality
C2332,Active,Other
C2333,Churned,Competitor
C2334,Active,Pricing
C2335,Active,Competitor
C2336,Active,Other
C2337,Active,Service Quality
C2338,Active,Other
C2339,Active,Service Quality
C2340,Active,Competitor
C2341,Churned,Competitor
C2342,Active,Competitor
C2343,Churned,Pricing
C2344,Active,Service Quality
C2345,Active,Pricing
C2346,Active,Pricing
C2347,Active,Competitor
C2348,Active,Other
C2349,Churned,Pricing
C2350,Active,Service Quality
C2351,Active,Other
C2352,Churned,Pricing
C2353,Active,Service Quality
C2354,Active,Competitor
C2355,Active,Other
C2356,Active,Service Quality
C2357,Active,Competitor
C2358,Active,Other
C2359,Active,Pricing
C2360,Churned,Other
C2361,Active,Service Quality
C2362,Active,Service Quality
C2363,Active,Other
C2364,Active,Competitor
C2365,Active,Service Quality
C2366,Active,Pricing
C2367,Active,Other
C2368,Active,Other
C2369,Active,Other
C2370,Active,Pricing
C2371,Active,Service Quality
C2372,Active,Service Quality
C2373,Active,Service Quality
C2374,Active,Other
C2375,Active,Other
C2376,Active,Other
C2377,Active,Service Quality
C2378,Active,Pricing
C2379,Active,Service Quality
C2380,Active,Competitor
C2381,Churned,Service Quality
C2382,Churned,Service Quality
C2383,Active,Other
C2384,Churned,Pricing
C2385,Active,Competitor
C2386,Churned,Service Quality
C2387,Churned,Pricing
C2388,Active,Pricing
C2389,Active,Competitor
C2390,Active,Service Quality
C2391,Active,Pricing
C2392,Active,Other
C2393,Churned,Other
C2394,Active,Other
C2395,Active,Other
C2396,Churned,Competitor
C2397,Active,Other
C2398,Churned,Competitor
C2399,Churned,Other
C2400,Active,Pricing
C2401,Active,Pricing
C2402,Churned,Other
C2403,Active,Pricing
C2404,Active,Other
C2405,Churned,Service Quality
C2406,Active,Service Quality
C2407,Active,Pricing
C2408,Active,Competitor
C2409,Active,Service Quality
C2410,Active,Competitor
C2411,Active,Pricing
C2412,Churned,Service Quality
C2413,Active,Competitor
C2414,Churned,Service Quality
C2415,Churned,Other
C2416,Active,Competitor
C2417,Active,Competitor
C2418,Active,Other
C2419,Active,Service Quality
C2420,Active,Competitor
C2421,Active,Pricing
