PurchaseID,CustomerID,ProductID,PurchaseAmount,PurchaseDate
PH1273,C2806,P4100,987.06,2023-11-25
PH1274,C3881,P4715,864.84,2023-10-01
PH1275,C4679,P1689,879.84,2023-10-26
PH1276,C926,P2125,236.81,2023-02-28
PH1277,C1347,P3000,871.99,2023-07-22
PH1278,C2269,P957,721.15,2023-12-23
PH1279,C887,P3361,831.4,2023-04-09
PH1280,C4253,P2139,469.14,2023-06-07
PH1281,C3213,P4495,284.21,2023-12-22
PH1282,C1288,P3299,389.12,2023-05-19
PH1283,C1235,P4415,802.75,2023-09-27
PH1284,C3144,P2171,452.98,2023-01-31
PH1285,C2208,P57,749.99,2023-09-21
PH1286,C2162,P4832,775.48,2023-01-14
PH1287,C753,P522,194.73,2023-04-27
PH1288,C346,P3160,149.24,2023-10-08
PH1289,C4732,P3831,804.58,2023-08-06
PH1290,C831,P3159,599.31,2023-12-19
PH1291,C4091,P3159,109.9,2023-02-24
PH1292,C584,P207,556.43,2023-04-17
PH1293,C1202,P1094,965.03,2023-09-14
PH1294,C1382,P1893,901.01,2023-11-27
PH1295,C2438,P222,709.45,2023-12-03
PH1296,C875,P456,884.37,2023-04-09
PH1297,C1539,P531,189.61,2023-04-18
PH1298,C1237,P801,631.44,2023-10-25
PH1299,C3755,P2764,156.25,2023-07-22
PH1300,C460,P3855,151.4,2023-05-17
PH1301,C2245,P4104,994.9,2023-06-06
PH1302,C3333,P1106,801.1,2023-04-20
PH1303,C3230,P2273,136.4,2023-10-03
PH1304,C4448,P4095,538.94,2023-04-27
PH1305,C4867,P4682,684.48,2023-12-31
PH1306,C3328,P3245,200.18,2023-05-26
PH1307,C3579,P1508,392.43,2023-12-09
PH1308,C3582,P3948,674.19,2023-09-28
PH1309,C4688,P1541,708.33,2023-09-30
PH1310,C4941,P4049,489.57,2023-01-21
PH1311,C4014,P1472,916.89,2023-03-23
PH1312,C1679,P3852,694.97,2023-11-23
PH1313,C4335,P2497,759.59,2023-11-05
PH1314,C2505,P273,31.73,2023-01-13
PH1315,C297,P2081,109.56,2023-04-13
PH1316,C1595,P4980,815.65,2023-12-14
PH1317,C3352,P3856,542.25,2023-09-21
PH1318,C4064,P2032,144.15,2023-12-21
PH1319,C3528,P4995,720.04,2023-04-30
PH1320,C2928,P4601,659.12,2023-09-21
PH1321,C877,P2514,798.03,2023-07-16
PH1322,C2022,P508,945.45,2023-11-18
PH1323,C860,P2593,19.22,2023-10-16
PH1324,C4845,P4583,743.28,2023-06-09
PH1325,C1590,P3059,495.84,2023-03-03
PH1326,C245,P1460,269.28,2023-07-07
PH1327,C3532,P2205,452.95,2023-06-06
PH1328,C2586,P2275,151.85,2023-09-06
PH1329,C3933,P1796,955.46,2023-08-31
PH1330,C612,P3238,685.74,2023-06-26
PH1331,C1894,P4007,375.62,2023-05-17
PH1332,C3491,P795,305.56,2023-12-03
PH1333,C3497,P505,219.61,2023-03-15
PH1334,C4477,P206,148.85,2023-03-12
PH1335,C185,P3708,769.28,2023-07-31
PH1336,C1344,P2217,347.72,2023-12-16
PH1337,C2610,P3705,128.61,2023-01-18
PH1338,C2977,P2908,632.7,2023-10-24
PH1339,C940,P4314,749.1,2023-12-11
PH1340,C3806,P288,725.99,2023-12-07
PH1341,C269,P812,473.78,2023-02-22
PH1342,C4479,P4658,110.91,2023-12-23
PH1343,C4897,P2481,679.91,2023-11-20
PH1344,C87,P622,908.8,2023-01-09
PH1345,C2624,P3019,931.12,2023-10-21
PH1346,C2676,P3637,366.41,2023-06-30
PH1347,C2258,P3088,485.73,2023-05-03
PH1348,C2436,P1130,899.23,2023-05-23
PH1349,C4812,P1607,845.89,2023-12-27
PH1350,C4827,P4912,298.26,2023-01-03
PH1351,C3364,P2282,942.65,2023-07-05
PH1352,C1894,P3533,972.54,2023-03-29
PH1353,C856,P1621,762.81,2023-06-05
PH1354,C4515,P754,170.33,2023-09-07
PH1355,C2823,P3111,624.22,2023-08-08
PH1356,C4041,P4187,41.28,2023-02-08
PH1357,C757,P4217,582.2,2023-06-08
PH1358,C4813,P2941,190.24,2023-04-20
PH1359,C643,P4522,38.63,2023-05-02
PH1360,C2760,P4848,70.8,2023-06-16
PH1361,C4202,P3610,226.13,2023-04-01
PH1362,C267,P3953,771.51,2023-03-20
PH1363,C443,P3418,274.44,2023-01-31
PH1364,C3995,P3564,541.33,2023-06-27
PH1365,C3183,P2766,240.78,2023-03-27
PH1366,C3474,P3293,714.85,2023-11-01
PH1367,C2987,P4222,588.09,2023-02-21
PH1368,C4478,P629,489.84,2023-12-01
PH1369,C3401,P873,408.33,2023-03-01
PH1370,C1766,P4381,310.32,2023-06-07
PH1371,C1987,P77,841.66,2023-09-20
PH1372,C2983,P3693,716.62,2023-02-19
PH1373,C4184,P3456,611.63,2023-12-21
PH1374,C975,P4203,997.57,2023-10-12
PH1375,C1700,P4852,9.47,2023-04-02
PH1376,C3813,P4575,633.71,2023-04-01
PH1377,C1460,P3661,945.4,2023-02-21
PH1378,C3713,P3628,253.37,2023-08-02
PH1379,C1061,P1408,179.55,2023-05-14
PH1380,C1899,P653,101.49,2023-10-01
PH1381,C793,P4288,233.67,2023-04-01
PH1382,C1709,P4035,966.08,2023-11-03
PH1383,C3225,P1798,688.67,2023-11-23
PH1384,C212,P607,86.72,2023-02-17
PH1385,C697,P3948,679.98,2023-11-15
PH1386,C4334,P2734,423.75,2023-08-20
PH1387,C2793,P4797,909.25,2023-07-30
PH1388,C749,P3456,961.21,2023-04-27
PH1389,C2388,P4584,452.35,2023-11-29
PH1390,C1452,P2424,678.65,2023-06-25
PH1391,C3910,P4092,97.32,2023-02-09
PH1392,C1692,P4825,439.67,2023-04-23
PH1393,C2337,P2625,334.31,2023-10-26
PH1394,C2494,P3920,436.12,2023-04-14
PH1395,C4918,P446,415.26,2023-03-01
PH1396,C4630,P1961,951.56,2023-12-19
PH1397,C2064,P2746,282.41,2023-05-08
PH1398,C2972,P860,845.64,2023-04-23
PH1399,C164,P3373,141.65,2023-07-08
PH1400,C1941,P4217,711.19,2023-11-12
PH1401,C4815,P4606,602.04,2023-06-17
PH1402,C3297,P383,861.41,2023-08-05
PH1403,C3538,P2268,549.59,2023-01-11
PH1404,C4077,P3936,582.93,2023-04-24
PH1405,C3826,P3328,861.38,2023-01-15
PH1406,C1918,P2234,123.21,2023-05-22
PH1407,C1252,P4680,637.95,2023-06-27
PH1408,C4746,P1639,364.83,2023-02-05
PH1409,C303,P1930,363.57,2023-02-03
PH1410,C979,P3216,180.12,2023-06-27
PH1411,C1696,P3798,891.91,2023-09-29
PH1412,C3845,P2079,683.39,2023-11-01
PH1413,C2942,P3285,8.94,2023-06-28
PH1414,C2187,P3476,280.11,2023-12-09
PH1415,C2318,P1817,394.25,2023-03-15
PH1416,C4050,P4051,472.22,2023-03-19
PH1417,C3673,P4436,204.96,2023-11-04
PH1418,C4354,P1656,130.93,2023-01-20
PH1419,C131,P1910,105.38,2023-04-26
PH1420,C2211,P527,814.49,2023-12-19
PH1421,C4646,P4205,803.86,2023-08-06
PH1422,C2830,P4595,135.28,2023-11-02
PH1423,C3727,P806,797.74,2023-03-10
PH1424,C2617,P585,884.54,2023-09-15
PH1425,C4364,P665,599.79,2023-03-11
PH1426,C1355,P3008,658.47,2023-01-31
PH1427,C776,P2059,557.69,2023-11-21
PH1428,C4999,P346,290.4,2023-11-21
PH1429,C4841,P2387,123.47,2023-05-03
PH1430,C3731,P3812,88.42,2023-07-20
PH1431,C690,P868,93.78,2023-06-11
PH1432,C3954,P545,335.29,2023-10-30
PH1433,C1011,P3437,43.37,2023-06-18
PH1434,C3835,P4032,307.59,2023-06-10
PH1435,C3533,P2860,269.27,2023-07-09
PH1436,C2086,P10,550.77,2023-02-13
PH1437,C3905,P2742,23.05,2023-06-11
PH1438,C3486,P2362,49.11,2023-02-25
PH1439,C2727,P3114,195.31,2023-01-26
PH1440,C1451,P4400,552.26,2023-08-01
PH1441,C2729,P1137,579.39,2023-12-29
PH1442,C3993,P1676,681.11,2023-11-14
PH1443,C4243,P906,972.12,2023-02-20
PH1444,C4335,P1352,736.45,2023-04-10
PH1445,C2459,P411,956.79,2023-04-19
PH1446,C693,P4641,607.55,2023-07-27
PH1447,C3987,P2885,262.74,2023-02-21
PH1448,C1520,P1156,890.53,2023-06-18
PH1449,C4894,P4977,663.32,2023-05-26
PH1450,C4179,P4881,91.17,2023-09-24
PH1451,C3271,P2778,796.1,2023-04-02
PH1452,C2034,P1084,946.44,2023-03-14
PH1453,C619,P1765,946.79,2023-01-22
PH1454,C2934,P4809,187.34,2023-11-12
PH1455,C932,P146,334.02,2023-10-07
PH1456,C4374,P3373,332.32,2023-06-18
PH1457,C4517,P3778,249.18,2023-02-14
PH1458,C1859,P2863,213.69,2023-07-08
PH1459,C2499,P4591,391.42,2023-01-03
PH1460,C1912,P4227,480.07,2023-06-22
PH1461,C4964,P1243,486.37,2023-08-09
PH1462,C2751,P1769,666.99,2023-01-25
PH1463,C1167,P27,793.41,2023-05-15
PH1464,C2147,P1466,792.29,2023-02-11
PH1465,C3746,P4807,645.18,2023-07-02
PH1466,C1849,P3752,295.26,2023-12-11
PH1467,C4729,P3375,693.77,2023-05-05
PH1468,C1568,P3249,685.05,2023-09-30
PH1469,C3263,P2000,169.07,2023-09-10
PH1470,C4060,P4070,797.77,2023-04-14
PH1471,C259,P3412,990.49,2023-06-16
PH1472,C3982,P1638,197.41,2023-12-08
PH1473,C3538,P3650,12.04,2023-04-26
PH1474,C170,P2432,917.46,2023-10-06
PH1475,C373,P4835,492.19,2023-01-04
PH1476,C314,P4075,450.98,2023-03-07
PH1477,C489,P4515,624.94,2023-10-19
PH1478,C1476,P101,256.63,2023-06-24
PH1479,C151,P2735,369.03,2023-07-23
PH1480,C3247,P1687,644.47,2023-08-26
PH1481,C4425,P3210,60.98,2023-10-08
PH1482,C2200,P3469,628.23,2023-12-28
PH1483,C4454,P1871,390.91,2023-02-06
PH1484,C4514,P1957,740.23,2023-12-13
PH1485,C205,P117,905.74,2023-03-08
PH1486,C4257,P1674,834.41,2023-06-17
PH1487,C1524,P3027,669.96,2023-06-15
PH1488,C2423,P4688,772.06,2023-06-26
PH1489,C4671,P2067,922.34,2023-02-28
PH1490,C252,P3459,131.9,2023-01-05
PH1491,C3031,P1173,486.76,2023-06-12
PH1492,C2315,P4902,927.98,2023-08-17
PH1493,C3097,P1349,306.96,2023-07-19
PH1494,C798,P4311,889.43,2023-09-24
PH1495,C2386,P4797,579.35,2023-12-06
PH1496,C4955,P109,158.08,2023-11-17
PH1497,C1809,P2081,402.29,2023-11-06
PH1498,C4364,P2993,833.78,2023-11-11
PH1499,C1458,P3282,189.46,2023-03-03
PH1500,C3902,P2918,465.07,2023-02-11
PH1501,C4740,P3503,313.1,2023-01-01
PH1502,C3907,P3996,281.97,2023-07-26
PH1503,C376,P2158,946.57,2023-07-12
PH1504,C546,P2696,592.23,2023-06-28
PH1505,C3304,P4429,291.75,2023-07-06
PH1506,C2288,P2687,850.9,2023-12-31
PH1507,C1722,P2074,503.62,2023-11-02
PH1508,C3797,P3595,907.55,2023-06-26
PH1509,C1970,P2942,663.04,2023-09-11
PH1510,C3782,P357,740.26,2023-01-10
PH1511,C4942,P2131,735.86,2023-03-04
PH1512,C2213,P2587,736.82,2023-09-04
PH1513,C4756,P3749,550.08,2023-04-21
PH1514,C1434,P4665,883.08,2023-07-12
PH1515,C3535,P2849,399.96,2023-10-26
PH1516,C1622,P2612,799.63,2023-12-08
PH1517,C1957,P4922,416.44,2023-10-19
PH1518,C668,P821,889.61,2023-01-30
PH1519,C1491,P2879,667.11,2023-09-03
PH1520,C2027,P1937,53.69,2023-06-03
PH1521,C582,P3542,206.0,2023-02-12
PH1522,C4082,P821,974.68,2023-12-02
PH1523,C3434,P3911,339.29,2023-02-18
PH1524,C1942,P398,792.82,2023-01-01
PH1525,C1915,P3456,173.59,2023-01-18
PH1526,C68,P3877,997.37,2023-03-17
PH1527,C1699,P1016,502.51,2023-10-24
PH1528,C159,P4864,705.42,2023-11-21
PH1529,C589,P1030,35.81,2023-04-29
PH1530,C126,P2411,770.53,2023-08-24
PH1531,C3549,P2213,322.67,2023-07-03
PH1532,C1680,P4852,681.01,2023-01-11
PH1533,C641,P3025,232.32,2023-06-29
PH1534,C1237,P453,122.46,2023-02-14
PH1535,C863,P2563,673.68,2023-04-18
PH1536,C3516,P1907,220.05,2023-08-30
PH1537,C578,P3697,365.21,2023-09-12
PH1538,C848,P3842,302.85,2023-08-25
PH1539,C3547,P166,455.04,2023-12-05
PH1540,C2417,P451,937.19,2023-12-18
PH1541,C392,P3590,386.75,2023-05-13
PH1542,C1722,P2518,105.93,2023-07-10
PH1543,C12,P507,637.05,2023-03-26
PH1544,C3361,P2547,863.69,2023-07-18
PH1545,C3038,P1085,229.49,2023-12-18
PH1546,C3363,P2851,432.71,2023-07-20
PH1547,C1317,P254,894.45,2023-08-10
PH1548,C4139,P871,147.96,2023-01-14
PH1549,C1379,P1444,99.37,2023-03-03
PH1550,C496,P3328,17.2,2023-08-24
PH1551,C665,P3611,561.13,2023-05-13
PH1552,C2541,P1753,17.04,2023-05-22
PH1553,C3245,P2599,926.32,2023-11-03
PH1554,C3894,P1378,728.18,2023-05-29
PH1555,C780,P1862,779.36,2023-11-17
PH1556,C2352,P3329,38.83,2023-11-16
PH1557,C3114,P858,264.55,2023-03-01
PH1558,C4275,P4426,557.98,2023-11-11
PH1559,C112,P3040,957.58,2023-05-13
PH1560,C4271,P4227,933.84,2023-03-21
PH1561,C1085,P405,926.23,2023-09-10
PH1562,C1462,P3043,192.59,2023-03-23
PH1563,C2152,P3073,933.46,2023-06-12
PH1564,C112,P4128,364.42,2023-10-14
PH1565,C160,P2489,447.81,2023-11-03
PH1566,C2867,P1208,628.68,2023-05-18
PH1567,C4872,P1725,953.7,2023-09-03
PH1568,C590,P148,700.94,2023-03-19
PH1569,C4020,P688,361.2,2023-02-25
PH1570,C700,P1482,71.93,2023-10-18
PH1571,C2989,P3018,36.53,2023-01-31
PH1572,C1107,P2598,71.09,2023-01-09
PH1573,C852,P4837,528.1,2023-10-18
PH1574,C3456,P4024,60.47,2023-02-10
PH1575,C3356,P1656,211.19,2023-01-08
PH1576,C497,P888,966.75,2023-03-25
PH1577,C3423,P2115,832.12,2023-11-29
PH1578,C1096,P4104,607.18,2023-10-25
PH1579,C360,P12,914.79,2023-06-10
PH1580,C3223,P4541,465.79,2023-01-26
PH1581,C2337,P3617,488.99,2023-12-04
PH1582,C3466,P462,964.32,2023-12-14
PH1583,C4304,P4721,874.28,2023-05-17
PH1584,C2045,P934,999.28,2023-10-05
PH1585,C2282,P317,54.62,2023-07-19
PH1586,C3467,P4148,61.58,2023-03-02
PH1587,C711,P1189,923.24,2023-11-15
PH1588,C3988,P2770,51.48,2023-03-07
PH1589,C874,P4756,773.46,2023-12-23
PH1590,C3692,P2456,935.72,2023-04-17
PH1591,C2596,P4745,445.26,2023-01-02
PH1592,C3440,P2467,922.21,2023-09-09
PH1593,C1296,P2196,522.01,2023-11-28
PH1594,C1876,P4453,372.27,2023-04-07
PH1595,C2983,P4779,412.86,2023-01-23
PH1596,C2760,P95,243.91,2023-04-21
PH1597,C2119,P3937,251.58,2023-10-15
PH1598,C3776,P3268,777.45,2023-04-23
PH1599,C257,P323,670.17,2023-11-19
PH1600,C1542,P4048,244.15,2023-10-24
PH1601,C3697,P4167,320.4,2023-03-03
PH1602,C221,P1514,895.48,2023-03-21
PH1603,C439,P3019,452.03,2023-10-04
PH1604,C836,P4251,927.1,2023-04-22
PH1605,C3842,P3416,484.82,2023-04-28
PH1606,C1521,P3238,207.28,2023-10-20
PH1607,C2617,P3248,561.41,2023-08-21
PH1608,C1918,P1835,160.71,2023-12-02
PH1609,C2721,P3424,554.26,2023-02-16
PH1610,C243,P4535,279.78,2023-11-19
PH1611,C1248,P3505,25.11,2023-09-09
PH1612,C4354,P3971,468.64,2023-06-23
PH1613,C4839,P2212,770.62,2023-08-04
PH1614,C3107,P3877,688.51,2023-01-02
PH1615,C2124,P3272,527.27,2023-04-16
PH1616,C3788,P1958,942.89,2023-12-29
PH1617,C389,P1265,218.9,2023-04-03
PH1618,C721,P1980,118.86,2023-04-15
PH1619,C3155,P1574,822.48,2023-02-16
PH1620,C1292,P886,146.28,2023-03-30
PH1621,C707,P2104,521.72,2023-06-04
PH1622,C953,P3553,320.99,2023-02-23
PH1623,C1990,P2861,416.77,2023-08-02
PH1624,C204,P1720,468.78,2023-05-07
PH1625,C3049,P3569,413.1,2023-03-09
PH1626,C315,P4722,123.81,2023-11-29
PH1627,C2731,P3893,204.14,2023-08-17
PH1628,C3059,P3709,391.48,2023-04-04
PH1629,C4079,P4659,484.49,2023-08-22
PH1630,C104,P2624,867.77,2023-07-04
PH1631,C1353,P4140,25.01,2023-07-14
PH1632,C3663,P4752,418.31,2023-06-09
PH1633,C3265,P2317,570.46,2023-06-10
PH1634,C928,P3584,479.66,2023-09-09
PH1635,C423,P639,647.74,2023-06-09
PH1636,C3037,P3345,112.92,2023-10-18
PH1637,C2874,P4743,457.89,2023-07-05
PH1638,C3098,P3937,417.58,2023-11-02
PH1639,C3325,P4488,51.79,2023-03-16
PH1640,C532,P1877,534.48,2023-08-07
PH1641,C1164,P2927,372.67,2023-05-21
PH1642,C644,P866,995.9,2023-04-28
PH1643,C3591,P1347,922.02,2023-05-14
PH1644,C4592,P3608,40.28,2023-06-05
PH1645,C4889,P1420,230.87,2023-03-14
PH1646,C4141,P3413,656.67,2023-08-20
PH1647,C2329,P3136,242.23,2023-09-04
PH1648,C4528,P1568,928.15,2023-07-04
PH1649,C2382,P4844,697.19,2023-04-07
PH1650,C526,P1687,649.88,2023-10-03
PH1651,C4780,P4478,263.26,2023-12-11
PH1652,C2318,P2456,460.92,2023-04-13
PH1653,C3684,P1353,424.41,2023-11-28
PH1654,C2483,P2418,145.3,2023-03-12
PH1655,C1520,P3546,748.62,2023-04-03
PH1656,C2661,P736,78.1,2023-01-12
PH1657,C444,P4750,322.86,2023-03-17
PH1658,C3995,P4223,471.11,2023-12-25
PH1659,C1359,P4986,958.86,2023-03-07
PH1660,C2194,P4897,414.66,2023-09-26
PH1661,C507,P1353,593.56,2023-03-05
PH1662,C1801,P2610,119.27,2023-02-24
PH1663,C2500,P688,859.33,2023-07-29
PH1664,C3856,P438,591.42,2023-03-27
PH1665,C2907,P4789,668.09,2023-08-12
PH1666,C2150,P610,168.03,2023-07-04
PH1667,C450,P840,717.19,2023-01-02
PH1668,C432,P517,687.46,2023-05-30
PH1669,C2847,P4972,303.39,2023-04-13
PH1670,C3103,P2172,831.88,2023-02-18
PH1671,C2518,P2806,822.69,2023-05-01
PH1672,C3141,P2608,872.24,2023-10-25
PH1673,C608,P4201,491.79,2023-03-12
PH1674,C851,P2486,402.5,2023-06-24
PH1675,C4155,P1623,557.02,2023-12-02
PH1676,C204,P2379,600.34,2023-06-21
PH1677,C1504,P3785,564.47,2023-02-21
PH1678,C1668,P1585,451.78,2023-11-26
PH1679,C3026,P554,500.67,2023-07-26
PH1680,C245,P4405,441.12,2023-08-01
PH1681,C3240,P2892,561.67,2023-04-10
PH1682,C4956,P3854,374.7,2023-10-10
PH1683,C4891,P2518,759.86,2023-12-24
PH1684,C835,P448,516.85,2023-12-01
PH1685,C1136,P1511,830.24,2023-08-03
PH1686,C3640,P2073,179.81,2023-10-25
PH1687,C4166,P1429,465.34,2023-12-20
PH1688,C4843,P258,878.15,2023-09-01
PH1689,C2766,P1996,728.87,2023-05-10
PH1690,C1128,P4341,244.22,2023-04-02
PH1691,C4751,P2352,422.13,2023-01-20
PH1692,C2356,P1688,377.86,2023-07-26
PH1693,C4695,P3724,844.3,2023-09-17
PH1694,C498,P4872,928.13,2023-08-20
PH1695,C679,P3696,824.0,2023-05-07
PH1696,C4355,P1818,280.94,2023-04-27
PH1697,C3858,P441,304.76,2023-08-10
PH1698,C4013,P1679,496.85,2023-05-06
PH1699,C3932,P2698,564.2,2023-09-01
PH1700,C3516,P2355,284.28,2023-04-07
PH1701,C2341,P1075,605.81,2023-02-15
PH1702,C4294,P2425,376.93,2023-05-18
PH1703,C3003,P3291,351.99,2023-07-31
PH1704,C857,P1521,543.26,2023-05-22
PH1705,C1260,P2419,507.24,2023-07-17
PH1706,C2327,P3402,562.41,2023-11-27
PH1707,C4858,P928,773.81,2023-06-10
PH1708,C3068,P2776,55.22,2023-11-27
PH1709,C565,P730,175.9,2023-09-26
PH1710,C3295,P4059,199.52,2023-01-23
PH1711,C2161,P1903,946.97,2023-08-21
PH1712,C3664,P2536,188.42,2023-05-14
PH1713,C4031,P3935,297.73,2023-08-29
PH1714,C1547,P3795,789.35,2023-03-07
PH1715,C1195,P2960,492.27,2023-08-21
PH1716,C3086,P2826,220.29,2023-02-22
PH1717,C1983,P2364,815.69,2023-02-15
PH1718,C2038,P4506,49.86,2023-07-20
PH1719,C450,P1239,255.98,2023-03-03
PH1720,C3618,P33,350.78,2023-10-22
PH1721,C2484,P2448,310.77,2023-11-07
PH1722,C4775,P761,212.41,2023-10-15
PH1723,C2415,P3490,54.14,2023-07-15
PH1724,C2107,P4499,767.58,2023-01-19
PH1725,C4945,P1692,282.27,2023-11-10
PH1726,C574,P1059,398.06,2023-12-05
PH1727,C4833,P169,206.23,2023-02-02
PH1728,C3663,P2943,219.2,2023-04-14
PH1729,C1656,P1306,376.79,2023-04-10
PH1730,C540,P3811,796.61,2023-12-20
PH1731,C4568,P206,800.16,2023-08-17
PH1732,C2006,P1851,599.52,2023-09-11
PH1733,C1764,P825,298.05,2023-11-19
PH1734,C584,P809,646.64,2023-07-22
PH1735,C3988,P4034,638.71,2023-12-19
PH1736,C2396,P3175,505.83,2023-07-01
PH1737,C4303,P705,258.24,2023-09-22
PH1738,C814,P1973,177.19,2023-01-03
PH1739,C3063,P2518,179.92,2023-11-23
PH1740,C1617,P1456,735.7,2023-04-09
PH1741,C4385,P2346,815.87,2023-05-09
PH1742,C2921,P3319,71.81,2023-02-04
PH1743,C2395,P4746,791.59,2023-08-02
PH1744,C649,P1257,715.74,2023-11-24
PH1745,C4340,P489,195.29,2023-03-01
PH1746,C889,P3191,647.58,2023-03-24
PH1747,C2518,P2615,931.11,2023-03-30
PH1748,C4060,P604,954.24,2023-06-29
PH1749,C2635,P3713,417.98,2023-09-07
PH1750,C4310,P722,655.31,2023-03-08
PH1751,C3672,P2401,128.42,2023-08-07
PH1752,C1198,P730,857.84,2023-07-15
PH1753,C3875,P1531,723.88,2023-10-23
PH1754,C1499,P3627,893.13,2023-05-22
PH1755,C335,P3029,181.42,2023-02-13
PH1756,C4855,P2556,547.33,2023-04-23
PH1757,C1421,P289,660.44,2023-06-09
PH1758,C4995,P1948,433.86,2023-12-18
PH1759,C1424,P4290,549.38,2023-10-03
PH1760,C3811,P311,791.85,2023-06-25
PH1761,C904,P1494,448.99,2023-05-07
PH1762,C4019,P4424,787.37,2023-11-05
PH1763,C4013,P2380,997.27,2023-08-08
PH1764,C1262,P4667,245.84,2023-05-04
PH1765,C1665,P1472,436.96,2023-09-17
PH1766,C2650,P1246,107.03,2023-04-06
PH1767,C260,P1366,356.75,2023-02-03
PH1768,C1482,P3651,447.54,2023-09-23
PH1769,C1212,P4995,259.6,2023-05-11
PH1770,C2984,P1779,549.08,2023-05-29
PH1771,C4670,P4186,745.51,2023-03-11
PH1772,C1732,P3391,257.35,2023-09-26
PH1773,C2727,P3011,641.68,2023-11-06
PH1774,C3014,P1210,625.38,2023-01-05
PH1775,C4866,P392,808.17,2023-09-03
PH1776,C3908,P2832,586.84,2023-01-16
PH1777,C1458,P3040,98.69,2023-01-08
PH1778,C1625,P3187,499.58,2023-07-23
PH1779,C2429,P1682,785.81,2023-04-20
PH1780,C2546,P4069,540.5,2023-09-10
PH1781,C229,P1444,249.63,2023-09-07
PH1782,C1125,P982,681.17,2023-11-08
PH1783,C141,P2393,658.8,2023-06-03
PH1784,C1559,P1088,597.14,2023-11-16
PH1785,C3770,P3049,449.88,2023-05-13
PH1786,C4337,P2493,383.76,2023-02-17
PH1787,C2482,P3481,875.14,2023-04-30
PH1788,C4347,P4052,325.19,2023-07-07
PH1789,C2451,P4784,581.62,2023-07-23
PH1790,C3333,P721,681.04,2023-02-13
PH1791,C1859,P4632,237.47,2023-12-31
PH1792,C1642,P607,969.24,2023-02-18
PH1793,C465,P4472,832.1,2023-11-08
PH1794,C2548,P2376,316.99,2023-10-13
PH1795,C3736,P3144,781.63,2023-07-21
PH1796,C1458,P468,133.95,2023-08-20
PH1797,C2631,P2695,627.96,2023-11-09
PH1798,C2200,P2986,996.78,2023-04-15
PH1799,C2019,P73,998.52,2023-12-16
PH1800,C2094,P1366,508.85,2023-11-29
PH1801,C2579,P2014,769.32,2023-05-24
PH1802,C4439,P136,677.26,2023-12-26
PH1803,C2395,P2594,382.26,2023-04-22
PH1804,C1687,P4844,129.84,2023-04-27
PH1805,C3397,P899,112.87,2023-09-01
PH1806,C247,P327,583.17,2023-03-19
PH1807,C888,P585,117.03,2023-02-06
PH1808,C4255,P3910,434.98,2023-11-02
PH1809,C2965,P3555,540.64,2023-08-21
PH1810,C268,P544,477.56,2023-04-24
PH1811,C33,P2698,342.46,2023-12-04
PH1812,C1648,P3134,675.23,2023-07-16
PH1813,C376,P2342,648.42,2023-02-10
PH1814,C4483,P4776,366.95,2023-02-20
PH1815,C2516,P141,690.69,2023-02-25
PH1816,C312,P101,903.72,2023-01-11
PH1817,C754,P286,652.05,2023-09-21
PH1818,C4183,P3790,444.45,2023-09-20
PH1819,C4950,P1110,885.42,2023-02-13
PH1820,C3513,P2031,323.95,2023-10-10
PH1821,C3270,P2709,451.92,2023-08-03
PH1822,C4185,P2128,463.86,2023-04-09
PH1823,C1060,P1319,776.66,2023-06-23
PH1824,C216,P2601,509.91,2023-02-07
PH1825,C2234,P1209,817.02,2023-06-05
PH1826,C4082,P3778,900.45,2023-04-06
PH1827,C2360,P4815,324.73,2023-08-08
PH1828,C4067,P340,884.91,2023-08-11
PH1829,C4858,P2112,533.85,2023-10-07
PH1830,C4401,P2375,430.33,2023-04-24
PH1831,C4273,P1470,69.12,2023-08-17
PH1832,C3559,P2033,734.52,2023-04-09
PH1833,C3412,P2556,741.53,2023-12-01
PH1834,C2092,P2512,50.95,2023-04-26
PH1835,C2757,P299,756.14,2023-01-26
PH1836,C3507,P1949,32.1,2023-09-08
PH1837,C996,P3836,467.4,2023-09-18
PH1838,C1990,P4599,370.96,2023-01-16
PH1839,C2470,P3375,410.86,2023-11-15
PH1840,C920,P2672,670.56,2023-07-23
PH1841,C398,P431,266.75,2023-03-30
PH1842,C3390,P4688,626.76,2023-06-03
PH1843,C1638,P3981,799.43,2023-11-07
PH1844,C1491,P2484,875.38,2023-06-21
PH1845,C324,P4393,78.25,2023-05-20
PH1846,C1456,P2312,93.6,2023-02-20
PH1847,C3135,P1171,155.05,2023-06-19
PH1848,C3870,P2409,294.54,2023-03-02
PH1849,C3309,P2078,663.0,2023-05-28
PH1850,C534,P4890,852.05,2023-01-26
PH1851,C4943,P2559,311.97,2023-01-29
PH1852,C1509,P3881,310.3,2023-03-05
PH1853,C2547,P4475,208.84,2023-08-25
PH1854,C1407,P3113,365.06,2023-10-03
PH1855,C2773,P509,891.29,2023-10-22
PH1856,C4489,P3993,805.61,2023-06-29
PH1857,C216,P4834,185.24,2023-07-11
PH1858,C2508,P1272,973.16,2023-05-10
PH1859,C1495,P108,166.83,2023-12-10
PH1860,C2938,P4036,31.19,2023-10-17
PH1861,C4103,P2038,635.3,2023-08-16
PH1862,C4563,P600,415.4,2023-03-31
PH1863,C2069,P647,412.07,2023-06-22
