CustomerID,Age,Gender,Income
C1248,32,Male,102714
C1249,39,Female,85773
C1250,62,Female,133641
C1251,19,Female,121845
C1252,27,Female,115366
C1253,67,Male,71206
C1254,33,Male,69746
C1255,63,Female,144343
C1256,58,Male,44375
C1257,26,Other,140344
C1258,53,Male,115250
C1259,19,Other,94713
C1260,64,Other,100889
C1261,45,Male,135528
C1262,22,Male,138229
C1263,47,Male,65073
C1264,45,Other,134146
C1265,46,Female,115332
C1266,58,Female,57491
C1267,35,Other,114711
C1268,19,Other,131753
C1269,64,Other,118512
C1270,23,Female,136995
C1271,57,Male,92783
C1272,38,Female,88783
C1273,44,Male,55297
C1274,20,Female,119949
C1275,60,Other,73698
C1276,52,Female,101269
C1277,47,Other,57012
C1278,61,Male,46142
C1279,64,Female,98973
C1280,43,Male,34330
C1281,52,Male,86467
C1282,50,Female,147149
C1283,41,Male,104133
C1284,50,Female,98908
C1285,34,Male,81557
C1286,53,Male,146896
C1287,61,Other,53389
C1288,44,Male,118649
C1289,50,Male,67299
C1290,61,Other,113310
C1291,21,Male,50024
C1292,22,Female,59512
C1293,35,Male,107306
C1294,64,Other,40727
C1295,65,Male,95312
C1296,69,Female,67270
C1297,25,Male,61113
C1298,56,Other,81977
C1299,49,Other,83401
C1300,22,Male,81743
C1301,67,Female,74624
C1302,31,Female,113508
C1303,20,Male,121599
C1304,41,Male,82633
C1305,32,Female,123271
C1306,42,Female,94770
C1307,35,Female,65824
C1308,49,Male,37131
C1309,61,Male,96578
C1310,64,Female,73185
C1311,65,Female,93344
C1312,27,Female,90635
C1313,21,Other,60396
C1314,40,Female,122342
C1315,57,Other,119925
C1316,49,Other,41813
C1317,46,Other,62186
C1318,49,Male,139254
C1319,37,Female,138902
C1320,48,Other,91270
C1321,58,Other,146485
C1322,33,Male,96810
C1323,35,Other,81840
C1324,33,Other,148127
C1325,46,Other,85106
C1326,69,Other,144241
C1327,66,Female,100280
C1328,33,Other,111760
C1329,31,Other,93561
C1330,49,Other,31832
C1331,22,Male,111548
C1332,50,Female,144791
C1333,59,Other,128873
C1334,57,Other,145073
C1335,43,Other,67075
C1336,66,Female,110111
C1337,49,Male,131155
C1338,51,Male,83927
C1339,56,Male,143643
C1340,49,Male,149644
C1341,37,Male,114779
C1342,60,Female,84427
C1343,44,Other,101514
C1344,50,Other,48939
C1345,69,Male,51487
C1346,42,Male,45509
C1347,63,Other,38232
C1348,36,Male,44883
C1349,26,Female,30343
C1350,41,Other,137719
C1351,35,Other,33794
C1352,65,Female,148593
C1353,64,Male,88492
C1354,60,Male,58228
C1355,56,Other,70085
C1356,50,Other,124276
C1357,31,Female,68220
C1358,50,Male,56977
C1359,25,Male,99767
C1360,53,Male,87266
C1361,52,Male,82645
C1362,54,Male,38563
C1363,53,Female,138036
C1364,18,Female,73391
C1365,67,Female,143193
C1366,56,Other,134326
C1367,51,Female,132092
C1368,69,Female,97290
C1369,45,Other,45899
C1370,24,Female,83122
C1371,62,Other,56745
C1372,66,Other,83008
C1373,68,Male,113212
C1374,27,Male,94761
C1375,52,Other,116257
C1376,45,Female,127973
C1377,32,Female,143287
C1378,27,Male,49837
C1379,53,Female,53204
C1380,67,Male,140092
C1381,64,Male,117422
C1382,65,Male,135264
C1383,44,Male,39462
C1384,43,Female,41310
C1385,39,Other,126566
C1386,20,Other,118885
C1387,37,Female,96937
C1388,63,Female,83293
C1389,66,Male,131416
C1390,18,Male,117900
C1391,31,Female,147576
C1392,29,Male,30213
C1393,66,Other,89271
C1394,55,Female,51685
C1395,21,Male,101742
C1396,54,Male,101569
C1397,63,Male,111993
C1398,48,Male,69265
C1399,18,Other,72291
C1400,27,Female,58700
C1401,32,Other,97912
C1402,65,Other,121021
C1403,55,Other,60823
C1404,38,Male,30491
C1405,67,Other,110027
C1406,20,Male,101137
C1407,44,Male,115822
C1408,24,Male,117659
C1409,66,Female,97011
C1410,56,Male,78598
C1411,68,Female,142503
C1412,37,Male,112452
C1413,68,Female,71546
C1414,46,Other,86348
C1415,44,Female,138837
C1416,69,Male,35102
C1417,66,Other,52093
C1418,66,Female,91471
C1419,42,Other,93463
C1420,30,Male,71035
C1421,24,Male,32817
C1422,37,Female,119682
C1423,30,Male,110456
C1424,26,Other,143107
C1425,18,Female,70716
C1426,52,Male,90807
C1427,37,Male,53039
C1428,27,Other,57822
C1429,46,Male,97554
C1430,63,Male,74454
C1431,38,Other,98609
C1432,50,Female,129009
C1433,35,Other,103157
C1434,43,Other,49824
C1435,21,Female,58066
C1436,51,Female,119681
C1437,51,Other,145192
C1438,52,Female,49698
C1439,30,Female,105161
C1440,59,Female,98051
C1441,68,Male,79088
C1442,19,Other,43682
C1443,31,Male,45648
C1444,68,Other,48185
C1445,52,Female,136825
C1446,21,Other,102974
C1447,51,Female,117650
C1448,30,Male,70128
C1449,18,Male,76877
C1450,60,Male,67525
C1451,67,Female,48678
C1452,57,Female,56177
C1453,66,Other,56208
C1454,40,Female,139011
C1455,20,Male,30611
C1456,43,Male,33116
C1457,56,Female,56732
C1458,26,Male,50528
C1459,65,Female,36533
C1460,57,Other,76178
C1461,46,Male,106420
C1462,23,Male,76541
C1463,53,Female,136932
C1464,59,Male,31062
C1465,57,Female,36371
C1466,30,Female,64636
C1467,66,Female,86428
C1468,28,Male,116801
C1469,59,Female,37590
C1470,66,Other,44991
C1471,39,Other,73913
C1472,51,Male,117691
C1473,23,Female,42621
C1474,23,Other,138582
C1475,29,Male,101482
C1476,46,Other,55567
C1477,31,Male,110025
C1478,21,Other,149730
C1479,63,Female,113993
C1480,51,Female,81358
C1481,20,Male,97330
C1482,65,Female,81372
C1483,20,Male,127540
C1484,64,Male,98561
C1485,43,Female,100828
C1486,53,Female,54089
C1487,66,Male,88759
C1488,30,Male,121767
C1489,48,Male,92579
C1490,35,Male,146687
C1491,50,Female,134475
C1492,42,Male,106047
C1493,43,Other,92340
C1494,27,Female,143481
C1495,23,Other,61106
C1496,21,Female,123419
C1497,55,Other,50955
C1498,60,Other,77836
C1499,26,Female,137714
C1500,23,Other,56901
C1501,46,Female,145435
C1502,67,Female,78637
C1503,47,Female,101991
C1504,39,Male,94940
C1505,40,Other,42323
C1506,54,Other,138726
C1507,51,Other,53777
C1508,24,Female,49834
C1509,57,Male,117510
C1510,67,Male,53694
C1511,49,Male,140240
C1512,66,Female,74974
C1513,62,Male,72268
C1514,67,Other,117295
C1515,48,Other,149575
C1516,22,Female,45970
C1517,24,Female,87592
C1518,44,Other,69529
C1519,64,Female,148496
C1520,54,Male,68219
C1521,25,Other,118312
C1522,61,Other,72543
C1523,54,Other,81437
C1524,20,Female,61729
C1525,55,Male,124585
C1526,52,Female,138986
C1527,26,Male,123301
C1528,41,Female,40256
C1529,54,Male,55033
C1530,37,Male,138590
C1531,54,Male,50528
C1532,18,Female,79062
C1533,36,Other,117774
C1534,52,Other,74233
C1535,64,Male,108998
C1536,63,Other,122001
C1537,33,Other,40796
C1538,49,Female,134225
C1539,30,Other,108952
C1540,34,Other,103560
C1541,63,Male,67560
C1542,35,Male,99433
C1543,48,Male,77641
C1544,45,Other,45432
C1545,59,Other,107030
C1546,31,Other,103848
C1547,68,Male,109939
C1548,69,Male,93444
C1549,47,Other,105890
C1550,24,Female,61862
C1551,51,Male,77837
C1552,52,Female,143414
C1553,55,Female,68984
C1554,49,Male,78748
C1555,34,Male,47098
C1556,27,Male,97876
C1557,45,Other,62489
C1558,55,Male,138629
C1559,57,Other,111809
C1560,61,Female,45510
C1561,59,Other,61496
C1562,41,Male,68803
C1563,57,Other,73048
C1564,67,Other,49632
C1565,55,Male,80846
C1566,22,Other,60120
C1567,57,Other,114333
C1568,29,Female,142072
C1569,42,Male,149767
C1570,44,Female,94402
C1571,45,Female,51001
C1572,37,Male,44291
C1573,24,Female,57364
C1574,51,Other,94622
C1575,52,Male,79025
C1576,65,Male,44417
C1577,18,Male,79600
C1578,68,Other,51293
C1579,47,Male,73774
C1580,44,Other,102611
C1581,33,Female,59930
C1582,62,Male,105664
C1583,46,Other,69013
C1584,64,Male,58151
C1585,28,Other,72193
C1586,40,Female,136104
C1587,35,Male,110753
C1588,59,Male,110498
C1589,44,Female,94089
C1590,45,Female,81008
C1591,60,Female,84751
C1592,53,Other,38976
C1593,68,Other,54609
C1594,30,Male,102669
C1595,45,Male,92488
C1596,21,Female,148818
C1597,54,Other,55804
C1598,42,Male,85104
C1599,63,Female,64322
C1600,29,Other,31221
C1601,50,Male,139972
C1602,46,Male,52402
C1603,27,Other,55013
C1604,54,Male,113726
C1605,25,Other,135529
C1606,19,Female,114527
C1607,44,Female,117778
C1608,32,Male,117632
C1609,61,Male,138449
C1610,56,Male,42130
C1611,24,Male,62062
C1612,57,Female,47481
C1613,22,Female,51142
C1614,25,Male,35522
C1615,36,Male,58912
C1616,55,Other,46331
C1617,50,Female,56402
C1618,39,Other,108701
C1619,59,Male,132103
C1620,22,Female,110415
C1621,54,Female,90831
C1622,52,Other,82618
C1623,19,Other,56750
C1624,23,Other,59390
C1625,40,Other,105163
C1626,20,Male,86247
C1627,44,Other,45222
C1628,25,Female,109643
C1629,41,Male,94209
C1630,51,Male,94075
C1631,41,Male,55699
C1632,50,Male,42687
C1633,26,Other,92978
C1634,34,Male,31196
C1635,62,Female,76421
C1636,60,Male,116776
C1637,32,Female,134163
C1638,29,Male,88116
C1639,42,Male,81373
C1640,30,Female,130802
C1641,42,Female,140918
C1642,55,Female,139509
C1643,28,Male,52031
C1644,49,Male,69837
C1645,31,Other,143724
C1646,24,Female,86691
C1647,58,Other,55109
C1648,61,Male,138279
C1649,19,Female,145936
C1650,67,Male,126368
C1651,55,Male,65224
C1652,27,Male,103943
C1653,44,Male,38095
C1654,48,Other,120958
C1655,39,Female,79600
C1656,56,Female,75224
C1657,43,Male,112845
C1658,31,Male,145326
C1659,50,Female,74072
C1660,62,Other,129430
C1661,42,Male,131902
C1662,67,Other,78326
C1663,46,Other,57793
C1664,25,Female,83830
C1665,23,Male,63451
C1666,56,Other,86209
C1667,44,Other,126636
C1668,26,Other,69979
C1669,34,Male,97986
C1670,26,Other,149464
C1671,52,Other,76532
C1672,24,Female,85600
C1673,33,Female,74559
C1674,44,Other,73915
C1675,38,Other,109543
C1676,28,Male,84861
C1677,33,Male,141142
C1678,34,Other,105137
C1679,50,Other,76584
C1680,62,Other,49665
C1681,35,Female,143584
C1682,64,Other,37878
C1683,38,Male,148318
C1684,67,Male,140660
C1685,57,Male,34732
C1686,51,Other,52785
C1687,47,Other,45892
C1688,26,Female,126393
C1689,19,Male,101419
C1690,42,Female,124704
C1691,62,Female,41645
C1692,22,Male,124643
C1693,32,Other,98128
C1694,32,Other,79141
C1695,69,Other,117134
C1696,18,Female,101565
C1697,18,Female,55436
C1698,19,Other,149035
C1699,44,Male,108063
C1700,29,Male,35342
C1701,68,Other,87574
C1702,59,Female,100048
C1703,36,Female,106810
C1704,25,Male,84021
C1705,65,Male,117857
C1706,38,Other,71627
C1707,63,Female,31716
C1708,57,Male,86013
C1709,55,Female,120042
C1710,32,Other,111974
C1711,53,Other,116493
C1712,41,Male,106741
C1713,20,Male,30552
C1714,31,Male,68589
C1715,44,Other,127327
C1716,51,Other,117904
C1717,44,Other,135128
C1718,23,Female,57813
C1719,58,Other,108300
C1720,25,Male,54029
C1721,63,Male,50922
C1722,43,Other,30495
C1723,66,Other,75240
C1724,52,Male,54686
C1725,30,Female,38088
C1726,44,Male,76408
C1727,20,Other,49857
C1728,20,Male,89909
C1729,60,Female,70850
C1730,40,Other,121653
C1731,49,Other,144787
C1732,36,Female,94882
C1733,38,Other,113545
C1734,24,Other,31395
C1735,52,Other,64122
C1736,23,Other,57459
C1737,18,Female,141367
C1738,52,Other,118170
C1739,23,Female,47237
C1740,51,Other,113921
C1741,42,Male,79958
C1742,68,Male,33986
C1743,41,Female,71365
C1744,58,Female,95448
C1745,47,Male,144838
C1746,18,Male,87642
C1747,52,Other,78844
C1748,40,Female,97609
C1749,59,Male,70022
C1750,28,Male,90275
C1751,43,Female,148923
C1752,40,Male,125020
C1753,45,Male,69356
C1754,49,Female,134028
C1755,69,Male,125248
C1756,22,Female,40358
C1757,23,Male,105385
C1758,23,Other,30031
C1759,26,Other,125106
C1760,68,Male,54565
C1761,44,Other,137592
C1762,53,Female,87488
C1763,33,Male,84551
C1764,40,Female,135526
C1765,59,Other,38114
C1766,66,Other,99061
C1767,48,Male,118986
C1768,49,Male,122497
C1769,44,Other,70495
C1770,45,Female,141743
C1771,43,Other,70063
C1772,44,Other,61899
C1773,30,Other,99977
C1774,50,Other,71738
C1775,26,Other,141237
C1776,39,Female,123029
C1777,41,Other,87412
C1778,54,Female,31730
C1779,36,Other,84550
C1780,34,Other,95332
C1781,25,Female,147424
C1782,57,Other,40198
C1783,22,Female,93749
C1784,57,Other,87793
C1785,28,Female,33556
C1786,54,Male,122332
C1787,29,Male,148320
C1788,21,Female,64708
C1789,34,Female,49275
C1790,53,Male,39229
C1791,20,Other,55643
C1792,57,Female,101961
C1793,65,Other,51690
C1794,27,Male,135590
C1795,65,Female,96137
C1796,26,Other,46085
C1797,50,Other,40628
C1798,19,Female,128186
C1799,64,Male,75891
C1800,43,Male,133548
C1801,68,Male,108133
C1802,35,Female,122341
C1803,66,Female,87940
C1804,57,Other,77122
C1805,24,Male,85338
C1806,18,Female,32814
C1807,34,Female,111157
C1808,58,Other,134046
C1809,22,Other,67537
C1810,24,Female,124102
C1811,56,Male,133574
C1812,43,Other,109915
C1813,62,Female,109849
C1814,46,Male,79011
C1815,35,Male,31283
C1816,38,Female,144300
C1817,43,Male,127228
C1818,63,Other,92942
C1819,61,Male,119803
C1820,20,Female,58281
C1821,57,Other,76883
C1822,67,Male,56129
C1823,24,Other,41248
C1824,63,Other,109556
C1825,20,Female,63640
C1826,48,Male,132641
C1827,36,Female,101295
C1828,28,Other,43242
C1829,46,Other,42265
C1830,26,Male,46224
C1831,23,Male,78866
C1832,29,Other,77180
C1833,49,Other,110080
C1834,39,Other,67330
C1835,37,Female,55098
C1836,37,Other,130197
C1837,20,Other,145621
C1838,31,Other,56443
C1839,29,Female,123542
C1840,49,Female,39281
C1841,43,Other,77421
C1842,20,Other,75355
C1843,21,Female,54700
C1844,52,Female,105761
C1845,69,Other,83264
C1846,26,Female,124349
C1847,69,Female,149542
C1848,67,Other,146924
C1849,27,Female,108305
C1850,29,Other,65312
C1851,42,Female,80474
C1852,53,Female,144228
C1853,27,Female,97046
C1854,30,Male,49836
C1855,41,Female,61548
C1856,29,Other,58453
C1857,58,Male,118974
C1858,66,Male,120074
C1859,47,Female,64363
C1860,20,Other,127983
C1861,35,Male,41859
C1862,69,Female,113770
C1863,29,Other,124684
C1864,27,Other,123967
C1865,30,Other,74559
C1866,22,Male,111007
C1867,46,Male,96834
C1868,21,Female,84032
C1869,30,Male,72973
C1870,48,Female,127973
C1871,18,Other,44007
C1872,61,Male,52389
C1873,46,Other,114001
C1874,65,Female,46030
C1875,20,Male,86908
C1876,39,Male,83681
C1877,37,Male,62933
C1878,52,Female,47716
C1879,22,Male,130547
C1880,47,Female,74795
C1881,39,Other,86114
C1882,56,Female,43009
C1883,39,Other,45136
C1884,18,Male,67771
C1885,23,Female,116993
C1886,46,Other,30125
C1887,41,Male,31490
C1888,19,Other,75097
C1889,24,Other,136543
C1890,68,Female,73941
C1891,58,Other,89999
C1892,18,Other,57805
C1893,38,Female,30542
C1894,35,Other,92755
C1895,28,Other,77031
C1896,63,Male,68702
C1897,39,Male,33284
C1898,22,Female,46343
C1899,55,Female,44548
C1900,49,Other,144338
C1901,45,Other,89225
C1902,46,Other,43706
C1903,58,Female,75989
C1904,69,Male,33584
C1905,33,Other,127906
C1906,35,Female,50763
C1907,53,Female,46940
C1908,28,Female,123648
C1909,31,Other,82518
C1910,57,Female,117399
C1911,56,Male,132718
C1912,25,Male,96112
C1913,24,Other,147704
C1914,19,Female,131939
C1915,58,Male,89853
C1916,65,Other,39058
C1917,62,Male,37036
C1918,66,Other,69866
C1919,58,Female,106228
C1920,19,Female,124830
C1921,51,Male,81203
C1922,68,Other,123767
C1923,56,Female,53850
C1924,41,Other,97984
C1925,48,Female,149081
C1926,51,Female,62625
C1927,53,Female,42351
C1928,33,Female,131675
C1929,29,Other,34179
C1930,47,Other,93222
C1931,28,Male,111823
C1932,44,Female,81469
C1933,57,Female,146557
C1934,49,Male,65428
C1935,25,Other,84458
C1936,33,Female,37316
C1937,59,Male,124442
C1938,63,Other,100385
C1939,30,Other,88329
C1940,22,Male,50834
C1941,37,Male,79404
C1942,41,Male,83720
C1943,38,Other,87769
C1944,50,Other,91716
C1945,55,Male,122246
C1946,19,Male,131997
C1947,50,Male,145689
C1948,32,Female,126159
C1949,44,Other,79666
C1950,40,Female,48044
C1951,57,Female,124943
C1952,33,Female,47338
C1953,28,Female,83478
C1954,26,Female,60772
C1955,55,Female,117897
C1956,64,Male,83293
C1957,40,Other,88951
C1958,66,Other,114869
C1959,47,Female,84163
C1960,57,Other,93268
C1961,56,Other,47521
C1962,49,Male,99583
C1963,22,Male,89704
C1964,24,Female,140974
C1965,37,Female,64410
C1966,47,Female,145962
C1967,40,Other,120029
C1968,38,Other,44053
C1969,54,Female,114674
C1970,47,Female,90019
C1971,62,Male,93248
C1972,44,Male,95230
C1973,27,Male,96331
C1974,40,Male,50943
C1975,32,Male,105469
C1976,51,Other,59041
C1977,47,Other,108850
C1978,62,Female,118517
C1979,19,Other,45276
C1980,47,Other,55149
C1981,41,Male,139358
C1982,59,Other,127249
C1983,54,Other,69414
C1984,51,Other,140979
C1985,63,Female,135826
C1986,23,Male,135142
C1987,56,Female,85574
C1988,61,Other,38057
C1989,29,Other,52579
C1990,34,Female,103805
C1991,30,Other,124822
C1992,57,Female,118524
C1993,25,Male,81774
C1994,40,Other,81293
C1995,33,Other,105527
C1996,40,Other,133437
C1997,60,Male,63961
C1998,27,Other,30785
C1999,58,Male,145456
C2000,36,Other,125043
C2001,33,Other,51794
C2002,54,Female,104349
C2003,24,Female,74385
C2004,47,Female,123954
C2005,54,Male,125480
C2006,18,Other,32978
C2007,63,Female,62087
C2008,37,Female,123378
C2009,35,Other,43579
C2010,50,Female,36581
C2011,65,Other,34174
C2012,28,Male,73059
C2013,30,Male,99934
C2014,34,Other,55627
C2015,69,Other,101996
C2016,64,Male,30688
C2017,27,Male,55003
C2018,52,Female,67576
C2019,69,Male,128067
C2020,19,Other,67114
C2021,35,Male,140321
C2022,37,Male,140439
C2023,43,Other,122159
C2024,31,Other,141807
C2025,62,Male,108495
C2026,68,Female,112858
C2027,18,Female,97115
C2028,69,Other,53897
C2029,53,Male,47402
C2030,59,Male,44403
C2031,51,Female,56786
C2032,46,Other,42195
C2033,49,Female,48359
C2034,37,Female,79192
C2035,34,Other,95442
C2036,56,Female,31729
C2037,56,Female,52948
C2038,52,Female,71101
C2039,69,Male,123242
C2040,32,Female,92006
C2041,39,Male,70063
C2042,47,Male,70991
C2043,61,Other,135322
C2044,69,Other,52813
C2045,53,Female,102890
C2046,36,Other,121490
C2047,25,Male,55230
C2048,58,Male,136996
C2049,43,Female,64178
C2050,47,Other,36537
C2051,60,Male,64297
C2052,28,Other,70700
C2053,67,Male,149390
C2054,36,Other,76994
C2055,67,Female,58420
C2056,54,Male,31780
C2057,55,Male,43049
C2058,54,Male,57911
C2059,36,Other,33006
C2060,61,Female,118332
C2061,49,Male,67752
C2062,28,Male,125752
C2063,54,Other,147638
C2064,42,Female,40378
C2065,40,Other,85617
C2066,27,Female,62107
C2067,37,Female,36367
C2068,31,Other,101789
C2069,38,Female,106052
C2070,64,Female,111871
C2071,31,Other,75301
C2072,35,Other,139489
C2073,26,Male,107558
C2074,61,Other,109204
C2075,59,Male,54307
C2076,53,Other,84065
C2077,22,Female,99879
C2078,39,Other,145323
C2079,30,Other,60551
C2080,43,Female,45973
C2081,31,Other,59949
C2082,69,Other,126743
C2083,66,Female,103099
C2084,33,Female,140770
C2085,48,Other,130516
C2086,33,Male,69959
C2087,60,Male,65096
C2088,35,Male,52445
C2089,42,Other,140826
C2090,41,Other,140669
C2091,46,Female,122754
C2092,49,Other,147210
C2093,38,Male,73218
C2094,23,Male,64773
C2095,64,Other,103439
C2096,61,Female,54156
C2097,32,Male,137455
C2098,28,Male,135745
C2099,37,Female,83037
C2100,43,Female,124281
C2101,23,Female,42135
C2102,27,Other,123211
C2103,62,Other,38222
C2104,25,Other,113696
C2105,25,Male,45963
C2106,37,Other,142965
C2107,50,Male,68906
C2108,18,Female,87578
C2109,26,Male,77103
C2110,33,Male,53829
C2111,52,Other,63313
C2112,35,Male,56787
C2113,36,Other,56233
C2114,64,Other,119628
C2115,64,Female,145454
C2116,20,Other,69027
C2117,59,Female,131657
C2118,36,Other,130247
C2119,69,Female,109196
C2120,67,Male,65049
C2121,19,Other,64728
C2122,30,Male,107233
C2123,23,Female,137093
C2124,61,Other,89065
C2125,52,Male,140889
C2126,26,Male,120015
C2127,34,Other,141044
C2128,26,Female,55326
C2129,31,Other,51172
C2130,38,Male,57050
C2131,45,Other,35284
C2132,39,Female,72417
C2133,29,Male,35561
C2134,52,Female,148054
C2135,39,Male,135588
C2136,38,Male,83636
C2137,24,Female,138044
C2138,50,Female,122508
C2139,44,Female,81983
C2140,48,Other,115765
C2141,61,Female,34008
C2142,50,Other,41646
C2143,26,Male,76668
C2144,51,Male,104596
C2145,50,Other,81216
C2146,55,Other,91641
C2147,29,Female,102097
C2148,33,Male,95600
C2149,18,Female,123386
C2150,34,Female,134094
C2151,63,Female,38110
C2152,54,Female,130704
C2153,42,Male,85505
C2154,56,Other,117578
C2155,59,Female,141652
C2156,34,Female,120038
C2157,49,Other,111977
C2158,50,Other,65724
C2159,60,Other,145614
C2160,20,Female,107952
C2161,25,Other,49808
C2162,28,Female,119637
C2163,46,Other,80523
C2164,50,Male,124945
C2165,60,Female,58056
C2166,40,Male,89217
C2167,69,Other,143030
C2168,22,Male,103207
C2169,49,Male,47326
C2170,34,Male,39703
C2171,19,Female,44043
C2172,51,Male,82862
C2173,66,Other,72395
C2174,51,Other,43446
C2175,34,Male,54955
C2176,42,Male,134526
C2177,55,Male,45520
C2178,58,Female,41656
C2179,48,Other,117637
C2180,52,Male,33534
C2181,66,Male,108379
C2182,24,Other,40567
C2183,64,Other,40046
C2184,22,Female,69690
C2185,65,Female,95069
C2186,36,Female,104694
C2187,27,Male,99381
C2188,36,Other,55981
C2189,57,Male,135384
C2190,33,Other,78022
C2191,20,Female,127475
C2192,60,Female,43902
C2193,20,Other,58265
C2194,59,Female,105844
C2195,38,Other,147393
C2196,61,Other,41265
C2197,31,Female,122319
C2198,27,Male,90391
C2199,45,Female,146703
C2200,40,Male,128735
C2201,43,Other,91119
C2202,56,Other,147526
C2203,58,Male,83527
C2204,45,Male,73140
C2205,45,Male,94949
C2206,46,Male,149608
C2207,33,Other,39188
C2208,33,Other,58700
C2209,69,Other,101020
C2210,29,Female,60723
C2211,51,Other,78163
C2212,50,Male,133046
C2213,50,Other,34268
C2214,68,Other,133353
C2215,29,Male,32875
C2216,55,Other,54484
C2217,19,Male,99256
C2218,53,Male,63366
C2219,39,Female,98209
C2220,53,Male,81133
C2221,50,Male,47708
C2222,26,Female,110449
C2223,45,Female,54377
C2224,47,Other,105521
C2225,45,Female,69443
C2226,30,Other,46097
C2227,45,Other,131256
C2228,61,Male,118445
C2229,68,Female,140559
C2230,38,Female,78155
C2231,27,Other,101169
C2232,38,Female,115671
C2233,31,Other,113650
C2234,62,Other,103443
C2235,42,Male,123826
C2236,22,Other,65315
C2237,18,Other,79189
C2238,48,Other,103409
C2239,63,Male,56536
C2240,41,Female,62957
C2241,30,Male,73773
C2242,66,Other,129167
C2243,45,Other,119578
C2244,26,Male,143669
C2245,19,Male,89559
C2246,24,Male,64502
C2247,63,Female,60742
C2248,28,Other,142790
C2249,23,Female,107763
C2250,53,Female,35427
C2251,68,Other,57748
C2252,64,Other,106595
C2253,62,Female,63225
C2254,30,Female,146920
C2255,42,Female,56707
C2256,33,Female,96453
C2257,58,Male,73707
C2258,53,Female,108156
C2259,62,Male,147394
C2260,46,Female,80055
C2261,39,Male,74070
C2262,28,Other,147688
C2263,67,Male,101228
C2264,64,Female,112872
C2265,31,Other,75839
C2266,47,Other,95609
C2267,68,Other,30817
C2268,43,Female,31035
C2269,57,Other,110977
C2270,53,Male,82120
C2271,18,Other,140466
C2272,19,Female,140130
C2273,64,Other,30676
C2274,22,Male,56799
C2275,24,Other,47383
C2276,40,Male,79717
C2277,56,Other,109617
C2278,64,Male,96680
C2279,50,Other,35736
C2280,68,Female,139996
C2281,55,Other,110111
C2282,19,Other,142546
C2283,22,Male,45493
C2284,31,Male,144092
C2285,57,Other,85068
C2286,32,Female,97405
C2287,47,Male,59559
C2288,48,Male,62869
C2289,51,Male,93477
C2290,46,Female,135800
C2291,22,Other,57197
C2292,61,Female,59206
C2293,59,Other,146967
C2294,58,Female,149177
C2295,60,Male,71273
C2296,30,Male,33181
C2297,38,Female,146033
C2298,62,Female,90918
C2299,64,Male,124066
C2300,20,Male,146514
C2301,21,Male,42785
C2302,41,Other,30441
C2303,22,Male,125049
C2304,48,Female,136257
C2305,57,Female,46960
C2306,41,Female,142085
C2307,68,Other,131819
C2308,31,Male,123783
C2309,31,Male,132990
C2310,39,Female,124584
C2311,19,Male,67117
C2312,18,Other,110514
C2313,25,Male,52791
C2314,23,Female,145336
C2315,25,Female,116622
C2316,37,Other,47991
C2317,59,Male,77096
C2318,40,Other,101870
C2319,24,Female,82126
C2320,28,Other,123259
C2321,63,Male,136774
C2322,24,Other,104459
C2323,24,Male,99681
C2324,64,Other,48516
C2325,51,Female,31414
C2326,34,Other,112003
C2327,69,Male,115802
C2328,53,Female,144573
C2329,21,Male,123157
C2330,46,Female,69981
C2331,69,Female,131648
C2332,27,Other,41860
C2333,18,Male,67444
C2334,20,Female,115966
C2335,65,Other,111103
C2336,22,Female,107046
C2337,66,Other,115878
C2338,29,Female,63231
C2339,39,Male,81549
C2340,47,Other,83122
C2341,44,Other,48384
C2342,38,Female,47892
C2343,39,Female,77265
C2344,29,Female,37123
C2345,55,Female,41546
C2346,22,Female,94463
C2347,24,Other,77137
C2348,44,Female,94440
C2349,37,Male,122061
C2350,55,Other,143438
C2351,59,Other,103570
C2352,33,Other,58349
C2353,39,Other,47156
C2354,40,Other,64301
C2355,38,Other,34281
C2356,36,Male,100962
C2357,22,Male,70580
C2358,53,Male,42746
C2359,34,Male,49921
C2360,25,Female,120468
C2361,46,Female,68704
C2362,40,Female,78158
C2363,36,Other,102289
C2364,62,Female,99276
C2365,23,Other,50286
C2366,34,Female,122528
C2367,69,Other,128064
C2368,57,Other,90520
C2369,49,Female,136201
C2370,26,Other,74568
C2371,61,Other,80423
C2372,29,Other,147319
C2373,32,Male,134339
C2374,39,Other,53577
C2375,41,Other,73311
C2376,57,Male,114632
C2377,25,Other,31153
C2378,44,Other,141936
C2379,25,Female,130583
C2380,38,Other,56872
C2381,20,Male,45967
C2382,61,Other,124701
C2383,21,Female,30437
C2384,54,Other,51408
C2385,51,Male,66658
C2386,34,Male,97898
C2387,21,Male,51775
C2388,47,Male,84840
C2389,50,Female,113056
C2390,52,Female,60091
C2391,59,Male,123473
C2392,58,Male,136001
C2393,44,Other,78132
C2394,43,Female,90939
C2395,45,Other,74059
C2396,41,Male,49382
C2397,50,Other,110644
C2398,43,Other,67340
C2399,34,Other,57287
C2400,57,Other,76390
C2401,66,Other,43504
C2402,69,Male,37834
C2403,56,Male,87311
C2404,21,Other,64436
C2405,28,Female,128125
C2406,67,Other,54510
C2407,64,Male,87413
C2408,21,Female,81781
C2409,31,Other,39925
C2410,54,Other,93415
C2411,45,Male,98061
C2412,48,Other,117973
